practice_code,gp_name,ccg_code,generic_statins,proprietary_statins,pct_proprietary
C88006,NORFOLK PARK HEALTH CENTRE,03N,18275,4560,19.9693453032625
C88007,PORTER BROOK MEDICAL CENTRE,03N,12481,3650,22.6272394767838
C88008,PITSMOOR SURGERY,03N,22447,4671,17.2247215871377
C88009,FOXHILL MEDICAL CENTRE,03N,17801,5088,22.2290183057364
C88010,BURNCROSS SURGERY,03N,61719,15150,19.7088553252937
C88011,BUCHANAN ROAD SURGERY,03N,14107,3656,20.582108878004803
C88013,WESTFIELD HEALTH CENTRE,03N,6460,3192,33.0708661417323
C88014,NORWOOD MEDICAL CENTRE,03N,27561,7111,20.5093447161975
C88015,THE MEADOWHEAD GROUP PRACTICE,03N,28592,6919,19.48410351722
C88016,CARTERKNOWLE & DORE MEDICAL PRACTICE,03N,32750,12604,27.790272081845004
C88018,TRAMWAYS MEDICAL CENTRE (O'CONNELL),03N,24574,6076,19.8238172920065
C88019,GLEADLESS MEDICAL CENTRE,03N,25552,7643,23.0245518903449
C88020,WHITE HOUSE SURGERY,03N,15504,4731,23.3802816901408
C88021,FAR LANE MEDICAL CENTRE,03N,25677,12396,32.5585060278938
C88022,STONECROFT MEDICAL CENTRE,03N,12596,4498,26.3133263133263
C88023,SOTHALL & BEIGHTON HEALTH CENTRES,03N,32763,8983,21.5182292914291
C88024,AVENUE MEDICAL PRACTICE,03N,22631,8389,27.0438426821406
C88025,BIRLEY HEALTH CENTRE,03N,28978,8916,23.5287908375996
C88026,SLOAN MEDICAL CENTRE,03N,40740,13414,24.7701000849429
C88027,UPWELL STREET SURGERY,03N,10073,3153,23.8394072281869
C88028,BROOMHILL SURGERY,03N,12999,3766,22.4634655532359
C88030,DUKE MEDICAL CENTRE,03N,15238,5073,24.9766136576239
C88031,UPPERTHORPE MEDICAL CENTRE,03N,26985,7865,22.5681492109039
C88032,CHARNOCK HEALTH PRIMARY CARE CENTRE,03N,17532,5719,24.5967915358479
C88033,THE FLOWERS HEALTH CENTRE,03N,21219,6368,23.0833363540798
C88034,NETHERGREEN SURGERY,03N,26710,7827,22.6626516489562
C88035,FIRTH PARK SURGERY,03N,17177,4825,21.9298245614035
C88036,HANDSWORTH MEDICAL PRACTICE,03N,26295,9719,26.986727383795202
C88037,BASLOW ROAD & SHOREHAM STREET SURGERIES,03N,31172,12928,29.3151927437642
C88038,THE MATHEWS PRACTICE BELGRAVE,03N,31413,8026,20.3504145642638
C88039,ECCLESFIELD GROUP PRACT,03N,32058,8990,21.901188852075602
C88040,OUGHTIBRIDGE SURGERY,03N,15803,7451,32.0417992603423
C88041,WOODSEATS MEDICAL CENTRE,03N,30718,7563,19.756537185549
C88042,PARK HEALTH CENTRE,03N,18088,3791,17.3271173271173
C88043,TRAMWAYS 54A MC,03N,25136,5823,18.8087470525534
C88044,MANCHESTER ROAD SURGERY,03N,7903,1973,19.9777237748076
C88045,DYKES HALL MEDICAL CENTRE,03N,19979,6196,23.6714422158548
C88046,ABBEY LANE SURGERY,03N,8940,1929,17.7477228815898
C88047,WINCOBANK MEDICAL CENTRE,03N,25651,6557,20.358296075509198
C88048,BURNGREAVE SURGERY,03N,20402,6149,23.1592030431999
C88049,ELM LANE SURGERY,03N,16244,4111,20.196511913534803
C88050,JAUNTY SPRINGS HEALTH CENTRE,03N,15002,4902,24.6282154340836
C88051,PAGE HALL MEDICAL CENTRE,03N,11831,2448,17.1440577071223
C88052,HOLLIES MEDICAL CENTRE,03N,13891,4112,22.840637671499202
C88053,FALKLAND HOUSE SURGERY,03N,10099,2022,16.6817919313588
C88054,GRENOSIDE SURGERY,03N,14333,2642,15.564064801178201
C88057,CROOKES VALLEY MEDICAL CENTRE,03N,7288,2937,28.7237163814181
C88059,HAROLD STREET MEDICAL CENTRE,03N,8211,2539,23.6186046511628
C88060,SHARROW LANE MEDICAL CENTRE,03N,12806,3703,22.430189593555
C88061,BENTS GREEN SURGERY,03N,4907,805,14.093137254902
C88062,RUSTLINGS ROAD MEDICAL CENTRE,03N,8169,2577,23.9810161920715
C88068,TOTLEY RISE MEDICAL CENTRE,03N,6877,2033,22.817059483726197
C88069,CLOVER GROUP PRACTICE,03N,34052,8861,20.6487544566914
C88070,SHIREGREEN MEDICAL CENTRE,03N,20958,3217,13.3071354705274
C88072,WOODHOUSE MEDICAL CENTRE,03N,53043,15222,22.298395956932502
C88073,HEELEY GREEN SURGERY,03N,14942,3699,19.8433560431307
C88074,DEEPCAR MEDICAL CENTRE,03N,15634,6608,29.7095584929413
C88075,DARNALL HEALTH CENTRE (SWINDEN),03N,9698,3239,25.0367163948365
C88076,DEVONSHIRE GREEN MEDICAL CENTRE,03N,11974,2534,17.4662255307417
C88077,THE HEALTH CARE SURGERY,03N,9758,1718,14.970372952248201
C88078,MOSBOROUGH HEALTH CENTRE,03N,20990,6889,24.7103554646867
C88079,CROOKES PRACTICE,03N,10735,2005,15.7378335949765
C88082,CARRFIELD MEDICAL CENTRE,03N,4368,984,18.3856502242152
C88083,SELBORNE ROAD MEDICAL CENTRE,03N,11725,2078,15.0546982540028
C88084,DARNALL HEALTH CENTRE (MEHROTRA),03N,12186,3609,22.8490028490029
C88085,RICHMOND MEDICAL CENTRE,03N,23015,6110,20.9785407725322
C88086,SOUTHEY GREEN MEDICAL CTR,03N,14338,3264,18.5433473468924
C88087,DOVERCOURT SURGERY,03N,21768,8463,27.9944427905131
C88088,EAST BANK MEDICAL CENTRE,03N,15239,3241,17.5378787878788
C88090,MANOR PARK MEDICAL CENTRE,03N,14502,5780,28.4981757223154
C88091,BARNSLEY ROAD SURGERY,03N,6009,2651,30.6120092378753
C88092,VALLEY MEDICAL CENTRE,03N,35823,10319,22.3635733171514
C88095,MILL ROAD SURGERY,03N,13767,3145,18.5962630085147
C88096,HACKENTHORPE MEDICAL CENTRE,03N,20919,7185,25.565755764304
C88622,SHEFFIELD MEDICAL CENTRE,03N,8027,1896,19.107124861433
C88626,MANOR TOP MC (SAVANI),03N,3514,1338,27.5762572135202
C88627,UNIVERSITY HEALTH SERVICE HEALTH CENTRE,03N,224,87,27.9742765273312
C88631,MEERSBROOK MEDICAL CENTRE,03N,5488,1178,17.6717671767177
C88638,MANOR TOP MC (SHARMA),03N,4828,1208,20.0132538104705
C88643,DUNNINC ROAD SURGERY,03N,10548,2797,20.9591607343574
C88647,OWLTHORPE MEDICAL CENTRE,03N,11629,3294,22.0733096562353
C88648,CRYSTAL PEAKS MEDICAL CENTRE,03N,16123,5470,25.3322836104293
C88652,GREYSTONES MEDICAL CENTRE,03N,3665,647,15.0046382189239
C88653,GREENHILL HEALTH CENTRE,03N,11343,12221,51.863011373281296
C88655,THE MEDICAL CENTRE DR OKORIE,03N,3829,915,19.287521079258
C88656,STANNINGTON MEDICAL CENTRE,03N,13526,4103,23.2741505473935
C88662,PRIMARY CARE ADDICTION SERVICE,03N,1,1,50.0
D81001,LENSFIELD MEDICAL PRACTICE,06H,10121,2193,17.808997888582102
D81002,HUNTINGDON ROAD SURGERY,06H,22689,4203,15.6291834002677
D81003,YORK STREET MEDICAL PRACTICE,06H,11043,2031,15.5346489215236
D81004,ALCONBURY SURGERY,06H,27467,3775,12.0830932718776
D81005,NEWNHAM WALK SURGERY,06H,4891,830,14.507953155042799
D81006,NORTH STREET,06H,26001,6681,20.4424453827795
D81007,PARK MEDICAL CENTRE,06H,22235,5494,19.813191965090702
D81008,NORTH BRINK PRACTICE,06H,65046,8520,11.5814370769105
D81009,SHELFORD MEDICAL PRACTICE,06H,15693,2343,12.9906852960745
D81010,PRIORY FIELDS SURGERY,06H,36145,6770,15.7753699172783
D81011,CLARKSON SURGERY,06H,45865,3989,8.00136398282986
D81012,CORNFORD HOUSE SURGERY,06H,16754,3230,16.1629303442754
D81013,TRUMPINGTON STREET MEDICAL PRACTICE,06H,7804,2296,22.7326732673267
D81014,STAPLOE MEDICAL CENTRE,06H,51999,3782,6.780086409350849
D81015,PARSON DROVE SURGERY,06H,21702,3046,12.3080652982059
D81016,ARBURY ROAD SURGERY,06H,16582,3244,16.362352466458198
D81017,MILL ROAD SURGERY,06H,10936,1295,10.5878505437004
D81018,"ORCHARD SURGERY,MELBOURN",06H,19673,3819,16.2565979908054
D81019,MINSTER MEDICAL PRACTICE,06H,12066,3256,21.2504894922334
D81020,NENE VALLEY MEDICAL PRACTICE,06H,22850,5022,18.0180826636051
D81021,ST. GEORGE'S MEDICAL CENTRE,06H,30353,4861,13.8041687965014
D81022,THORNEY MEDICAL PRACTICE,06H,16607,3714,18.276659613208
D81023,PASTON HEALTH CENTRE,06H,29069,6674,18.6721875612008
D81024,THOMAS WALKER,06H,20294,4962,19.6468165980361
D81025,CHERRY HINTON MEDICAL CENTRE,06H,24072,3575,12.9308785763374
D81026,LINCOLN ROAD SURGERY,06H,34127,10427,23.4030614535171
D81027,WELLSIDE SURGERY,06H,14184,3035,17.6258783901504
D81028,FIRS HOUSE SURGERY,06H,14747,2908,16.4712546020957
D81029,OLD FLETTON SURGERY,06H,25925,7934,23.4324699489058
D81030,CROMWELL PLACE SURGERY,06H,29275,6716,18.6602206107082
D81031,YAXLEY GROUP PRACTICE,06H,30820,5679,15.559330392613498
D81032,EATON SOCON HEALTH CENTRE,06H,30249,6849,18.4619116933527
D81033,OVER SURGERY,06H,11897,1932,13.970641405741599
D81034,ST MARY'S SURGERY,06H,56626,7785,12.0864448619025
D81035,COMBERTON SURGERY,06H,20393,7302,26.3657699945839
D81036,PRIORS FIELD SURGERY,06H,17680,3793,17.6640432170633
D81037,BRIDGE STREET MEDICAL CENTRE,06H,3933,828,17.3913043478261
D81038,KIMBOLTON MEDICAL CENTRE,06H,17621,2974,14.440398154892002
D81039,JENNER HEALTH CENTRE,06H,16808,2502,12.9570170895909
D81040,CHURCH STREET HEALTH CENTRE,06H,10380,3348,24.3881118881119
D81041,BOURN SURGERY,06H,10964,2914,20.997261853293
D81042,WATERBEACH SURGERY,06H,14252,3329,18.935214151641
D81043,SAWSTON MEDICAL PRACTICE,06H,37983,10886,22.275880414987
D81044,NUFFIELD ROAD MEDICAL CENTRE,06H,22645,3952,14.858818663759099
D81045,BUCKDEN SURGERY,06H,20809,3860,15.6471685110868
D81046,NEW QUEEN STREET SURGERY,06H,39713,5924,12.980695488309902
D81047,ASHWELL SURGERY,06K,21355,9427,30.625040608147604
D81048,LINTON HEALTH CENTRE,06H,31292,4951,13.660568937449998
D81049,SPINNEY SURGERY,06H,27336,4411,13.8942262261001
D81050,CHARLES HICKS CENTRE,06H,29723,3564,10.706882566767801
D81051,BURWELL SURGERY,06H,19568,3781,16.1934129941325
D81052,CORNERSTONE PRACTICE,06H,34306,4232,10.9813690383518
D81053,BRETTON,06H,30498,7313,19.340932532860798
D81054,RED HOUSE SURGERY,06H,11165,1651,12.8823345817728
D81055,BOTTISHAM MEDICAL PRACTICE,06H,17769,3186,15.2040085898354
D81056,PETERSFIELD MEDICAL PRACTICE,06H,5349,1231,18.7082066869301
D81057,CEDAR HOUSE SURGERY,06H,28628,4520,13.635815132134699
D81058,HARSTON SURGERY,06H,16354,5936,26.630776132795
D81059,RAMSEY HEALTH CENTRE,06H,26674,2916,9.85468063534978
D81060,MOAT HOUSE SURGERY,06H,17792,1966,9.95039983804029
D81061,GEORGE CLARE SURGERY,06H,34926,6140,14.951541421126999
D81062,HADDENHAM SURGERY,06H,17021,2179,11.3489583333333
D81063,WESTGATE,06H,21442,3566,14.259436980166301
D81064,MERCHEFORD HOUSE,06H,12962,4016,23.6541406526093
D81065,WELLAND MEDICAL,06H,10402,2095,16.7640233656077
D81066,QUEEN EDITH MEDICAL PRACTICE,06H,8457,2078,19.7247271001424
D81070,WOODLANDS SURGERY,06H,7083,1341,15.918803418803401
D81071,DODDINGTON MEDICAL CENTRE,06H,14892,2454,14.147353856796999
D81073,WESTWOOD CLINIC,06H,10404,2353,18.4447754174179
D81074,NORTHCOTE HOUSE SURGERY,06H,14500,1362,8.58655907199597
D81078,MAPLE SURGERY BAR HILL HEALTH CENTRE,06H,8682,1605,15.602216389618
D81081,GREAT STAUGHTON SURGERY,06H,9229,927,9.127609294998031
D81082,ALMOND ROAD SURGERY,06H,10361,2028,16.3693599160546
D81084,WILLINGHAM MEDICAL PRACTICE,06H,13813,2553,15.5994134180618
D81085,PAPWORTH SURGERY,06H,15081,2957,16.3931699744983
D81086,EAST BARNWELL HEALTH CENTRE,06H,9925,3097,23.7828290585164
D81087,RAINBOW SURGERY,06H,7910,1146,12.654593639576001
D81602,COTTENHAM SURGERY,06H,5744,971,14.460163812360399
D81603,RIVERSIDE PRACTICE,06H,25510,5421,17.526106495102
D81605,HUNTLY GROVE,06H,7752,1462,15.8671586715867
D81606,"ORCHARD SURGERY, ST IVES",06H,5283,1245,19.0716911764706
D81607,SWAVESEY SURGERY,06H,6177,1823,22.787499999999998
D81611,MANEA SURGERY,06H,7424,2066,21.7702845100105
D81612,MILTON SURGERY,06H,9140,2637,22.3911012991424
D81615,THORPE ROAD,06H,7987,1360,14.550123034128601
D81616,HODGSON MEDICAL CENTRE,06H,3782,737,16.3089179021908
D81618,AILSWORTH MEDICAL CENTRE,06H,7858,815,9.39697913063531
D81619,PARKHALL SURGERY,06H,10221,1470,12.573774698486002
D81620,PARNWELL,06H,1970,254,11.4208633093525
D81622,TRINITY SURGERY,06H,25522,4048,13.6895502198174
D81623,OLD EXCHANGE SURGERY,06H,7959,1029,11.4485981308411
D81624,DOGSTHORPE MEDICAL CENTRE,06H,3374,993,22.7387222349439
D81625,THISTLEMOOR MEDICAL CENTRE,06H,17647,5671,24.320267604425798
D81629,BUSHFIELD,06H,10092,3859,27.661099562755396
D81630,HAMPTON HEALTH,06H,7177,1860,20.5820515657851
D81631,MILLFIELD,06H,8997,3879,30.125815470643104
D81632,PETERBOROUGH WALK IN CENTRE,06H,69,23,25.0
D81633,ACORN SURGERY,06H,15753,2158,12.0484618390933
D81637,MONKFIELD MEDICAL PRACTICE,06H,4157,837,16.7601121345615
D81645,THE GRANGE MEDICAL CENTRE,06H,6098,797,11.5591007976795
D81650,ALTERNATIVE MEDICAL SCHEME,06H,2,1,33.3333333333333
D82001,HOLT MEDICAL PRACTICE,06V,39553,17090,30.1714245361298
D82002,GROVE SURGERY,06Y,34105,10451,23.455875751862802
D82003,CENTRAL SURGERY,06M,31010,6696,17.7584469315228
D82004,CROMER GROUP PRACTICE,06V,41950,9387,18.2850575608236
D82005,SHERINGHAM MEDICAL PRACTICE,06V,37568,13532,26.4814090019569
D82006,CHET VALLEY MEDICAL PRACTICE,06Y,20270,7384,26.7013813553193
D82007,NEWTOWN AND CAISTER MEDICAL PRACTICE,06M,32360,4822,12.968640740143101
D82008,ST STEPHEN'S GATE M/PRACT,06W,24582,5875,19.2894901007978
D82009,STALHAM STAITHE SURGERY,06V,25854,10404,28.694357107397
D82010,GRIMSTON MEDICAL CENTRE,07J,20862,5993,22.3161422453919
D82011,CASTLE PARTNERSHIP,06W,33816,9182,21.3544816037955
D82012,MAGDALEN MEDICAL PRACTICE,06W,22676,4958,17.9416660635449
D82013,OLD CATTON MEDICAL PRACTICE,06W,9348,1616,14.7391462969719
D82015,BRIDGE STREET SURGERY,07J,26450,9435,26.2923226975059
D82016,MARKET SURGERY,06V,25768,2671,9.392032068638139
D82017,TRINITY & BOWTHORPE SURG.,06W,21125,3611,14.5981565329884
D82018,HELLESDON MEDICAL PRACTICE,06W,16101,1027,5.99602989257356
D82019,MILLWOOD SURGERY,06M,7624,4987,39.5448418047736
D82020,ORCHARD SURGERY,06Y,12632,4794,27.5106163204407
D82021,HUNSTANTON SURGERY,07J,22300,8378,27.3094725862181
D82022,LAWNS PRACTICE,06Y,18813,4891,20.6336483293959
D82023,ROUNDWELL MEDICAL CENTRE,06Y,23340,8739,27.2421210137473
D82024,TAVERHAM PARTNERSHIP,06W,24683,5030,16.9286171036247
D82025,HOVETON & WROXHAM MEDICAL CENTRE,06V,26780,10628,28.411035072711698
D82026,LAKENHAM SURGERY,06W,18220,2331,11.342513746289699
D82027,HEACHAM GROUP PRACTICE,07J,36877,9315,20.165829580879798
D82028,LUDHAM AND STALHAM GREEN SURGERIES,06V,22821,6186,21.3258868548971
D82029,DRAYTON SURGERY,06V,39271,15229,27.943119266055
D82030,REEPHAM SURGERY,06V,25094,5850,18.905118924508802
D82031,PARISH FIELDS PRACTICE,06Y,17185,7183,29.4771831910703
D82032,BRUNDALL MEDICAL PARTNERSHIP,06V,29558,6623,18.3051878057544
D82034,ATTLEBOROUGH SURGERIES,06Y,33629,12215,26.644708140650902
D82035,UPWELL HEALTH CENTRE,07J,34643,8152,19.0489543170931
D82036,OLD MILL AND MILLGATES MEDICAL PRACTICE,06Y,6560,7495,53.326218427605795
D82037,LONG STRATTON MEDICAL PARTNERSHIP,06Y,21772,9229,29.7700074191155
D82038,WELLS HEALTH CENTRE,06V,7575,4037,34.7657595590768
D82039,MATTISHALL SURGERY,06Y,26177,7269,21.7335406326616
D82040,WENSUM VALLEY MEDICAL PRACTICE,06W,23040,4899,17.5346290132073
D82041,SCHOOL LANE SURGERY,06Y,5122,5976,53.847540097314806
D82042,E HARLING & KENNINGHALL MEDICAL PRACTICE,06Y,20107,5977,22.9144303021009
D82043,WATLINGTON MEDICAL CENTRE,07J,21896,8512,27.992633517495403
D82044,VIDA HEALTHCARE,07J,76389,20526,21.1793839962854
D82045,WYMONDHAM MEDICAL PARTNERSHIP,06Y,37487,11818,23.9691714836224
D82046,CHURCH HILL SURGERY,06Y,12921,3559,21.5958737864078
D82047,OAK STREET MEDICAL PRACT.,06W,14520,3353,18.7601409947966
D82048,THORPEWOOD MEDICAL GROUP,06W,25590,5321,17.2139367862573
D82049,LITCHAM HEALTH CENTRE,07J,25218,5657,18.3222672064777
D82050,THEATRE ROYAL SURGERY,06Y,24043,6607,21.5562805872757
D82051,ST JAMES MEDICAL PRACTICE,07J,30502,9031,22.8442061062909
D82053,MUNDESLEY MEDICAL CENTRE,06V,18113,9116,33.479011348194895
D82054,FAKENHAM MEDICAL PRACTICE,06V,43599,16070,26.9319076907607
D82055,KING STREET SURGERY,06M,7716,680,8.09909480705098
D82056,ELMHAM SURGERY,06Y,44791,7610,14.5226236140532
D82057,CAMPINGLAND SURGERY,07J,23033,6438,21.845203759628102
D82058,COASTAL VILLAGES PRACTICE,06M,7001,8958,56.13133654990911
D82059,BIRCHWOOD SURGERY,06V,34318,13148,27.699827244764702
D82060,BACON ROAD MEDICAL CENTRE,06W,12518,2610,17.2527763088313
D82062,COLTISHALL MEDICAL PRACTICE,06V,21528,4701,17.9229097563765
D82063,WATTON MEDICAL PRACTICE,06Y,34180,6199,15.3520394264345
D82064,HUMBLEYARD PRACTICE,06Y,24200,10252,29.757343550447
D82065,MANOR FARM MEDICAL CENTRE,07J,30651,8785,22.2766000608581
D82066,PASTON SURGERY,06V,20943,8192,28.117384588982304
D82067,THE PARK SURGERY,06M,18374,1950,9.59456799842551
D82068,HOWDALE SURGERY,07J,20696,7079,25.4869486948695
D82069,NEWMARKET ROAD SURGERY,06W,9033,2044,18.4526496343775
D82070,GREAT MASSINGHAM SURGERY,07J,18148,6230,25.5558290261711
D82071,EAST NORWICH MEDICAL PARTNERSHIP,06W,53355,13084,19.6932524571411
D82072,BURNHAM SURGERY,07J,15075,5067,25.1563896336014
D82073,YARE VALLEY MEDICAL PRACTICE,06W,17869,3018,14.449178915114699
D82076,LAWSON ROAD SURGERY,06W,13564,2056,13.1626120358515
D82078,HEATHGATE MEDICAL PRACTICE,06Y,22869,7129,23.7649176611774
D82079,FELTWELL SURGERY,07J,17839,6179,25.726538429511198
D82080,BLOFIELD SURGERY,06V,23129,5329,18.725841591116698
D82081,FALKLAND SURGERY,06M,11833,1324,10.0630842897317
D82084,HARLESTON MEDICAL PRACTICE,06Y,19760,5953,23.1517131412126
D82085,HINGHAM SURGERY,06Y,12995,2443,15.8245886772898
D82086,FAIRSTEAD SURGERY,07J,12771,3661,22.2796981499513
D82087,PROSPECT MEDICAL PRACTICE,06W,11677,2883,19.8008241758242
D82088,UEA MEDICAL CENTRE,06W,1205,399,24.8753117206983
D82096,WOODCOCK RD SURGERY,06W,8288,1390,14.3624715850382
D82098,FAMILY HEALTH CARE CENTRE,06M,19643,2060,9.49177533059946
D82099,SOUTHGATES,07J,20680,6681,24.4179671795622
D82100,SHIPDHAM SURGERY,06Y,15818,3462,17.9564315352697
D82102,SOUTH QUAY SURGERY,06M,10166,1738,14.6001344086022
D82103,HORSFORD MEDICAL CENTRE,06V,6091,1419,18.8948069241012
D82104,ACLE MEDICAL PARTNERSHIP,06V,31660,9945,23.903376997957
D82105,ST CLEMENTS SURGERY,07J,14755,4157,21.9807529610829
D82106,WEST POTTERGATE HLTH.CTR.,06W,9934,1093,9.91203409812279
D82600,FLEGGBURGH SURGERY,06M,8030,529,6.18062857810492
D82604,BOUGHTON SURGERY,07J,10900,2206,16.831985350221302
D82613,GORLESTON MEDICAL CENTRE,06M,13901,2132,13.2975737541321
D82615,NEWTON FLOTMAN SURGERY,06Y,3961,769,16.2579281183932
D82618,WOOTTON SURGERY,07J,12047,1430,10.6106700304222
D82620,HARRIS HEALTH CENTRE,06W,3619,866,19.3088071348941
D82621,PLOWRIGHT MEDICAL CENTRE,07J,23483,7536,24.294787065991798
D82624,WINDMILL SURGERY,06Y,8097,2799,25.688325991189398
D82628,ALDBOROUGH SURGERY,06V,8301,2031,19.65737514518
D82629,WALKER-GREGORY PRACTICE,06Y,2373,2877,54.800000000000004
D82632,OLD PALACE MEDICAL PRACT.,06W,5642,423,6.97444352844188
D82641,CITY REACH HEALTH SERVICES,06W,448,25,5.285412262156449
D83001,CONSTABLE COUNTRY RURAL MEDICAL PRACTICE,06L,38738,13459,25.785006801157202
D83002,ALEXANDRA RD SURGERY,06M,34909,3078,8.10277200094769
D83003,WICKHAMBROOK SURGERY,07K,13259,9131,40.7815989280929
D83004,FELIXSTOWE ROAD MEDICAL PRACTICE,06L,20246,4597,18.5042064162943
D83005,ANGEL HILL SURGERY,07K,32694,10419,24.1667246538167
D83006,BILDESTON HEALTH CENTRE,06L,19378,6141,24.064422587092
D83007,IXWORTH SURGERY,06L,25716,9302,26.563481638014704
D83008,BURLINGTON ROAD SURGERY,06L,33560,8795,20.7649628143076
D83009,BECCLES MEDICAL CENTRE,06M,39248,4948,11.1955833107069
D83010,LONGSHORE SURGERIES,06M,28959,7390,20.3306830999477
D83011,BRIDGE ROAD SURGERY,06M,21581,2615,10.807571499421401
D83012,CLEMENTS AND CHRISTMAS MALTINGS SURGERY,07K,45677,12393,21.3414844153608
D83013,THE GUILDHALL AND BARROW SURGERY,07K,42927,12509,22.5647593621473
D83014,LONG MELFORD SURGERY,07K,34405,11852,25.622068011327997
D83015,HOWARD HOUSE SURGERY,06L,11732,2809,19.3177910735163
D83016,VICTORIA ROAD SURGERY,06M,22802,2582,10.1717617396785
D83017,COUNTRY PRACTICE,06L,42226,20055,32.200831714327
D83018,MARKET CROSS SURGERY,07K,33816,11958,26.1240005243151
D83019,MENDLESHAM HEALTH CENTRE,06L,24919,8962,26.4514034414569
D83020,HOLBROOK SURGERY,06L,27821,8464,23.3264434339259
D83021,CHRISTMAS MALTINGS SURGERY,07K,29483,10589,26.4249351167898
D83022,SOUTHWOLD SURGERY,06M,20862,4357,17.276656489155002
D83023,HIGH STREET SURGERY,06M,22846,3345,12.7715627505632
D83024,IVRY STREET MEDICAL PRACTICE,06L,14954,5245,25.9666320114857
D83026,FRAMLINGHAM SURGERY,06L,25124,7057,21.9290885926478
D83027,ORCHARD HOUSE SURGERY,07K,26022,5342,17.0322662925647
D83028,LEISTON SURGERY,06L,17271,4537,20.804292002934698
D83029,THE ROOKERY MEDICAL CENTRE,07K,30639,12536,29.0353213665316
D83030,KIRKLEY MILL HEALTH CENTRE,06M,9803,1500,13.27081305848
D83033,BOTESDALE HEALTH CENTRE,07K,24074,11795,32.8835484680365
D83034,BUNGAY MEDICAL PRACTICE,06M,36903,7581,17.0420825465336
D83035,CUTLERS HILL SURGERY,06M,37573,13154,25.9309637865437
D83036,CHURCH FARM SURGERY,06L,7425,3440,31.661297745052902
D83037,HADLEIGH HEALTH CENTRE,06L,46821,15491,24.8603800231095
D83038,MOUNT FARM SURGERY,07K,17428,5325,23.4035072298158
D83039,THE CHESTERFIELD DRIVE PRACTICE,06L,21163,6139,22.4855321954436
D83040,VICTORIA SURGERY,07K,24584,9866,28.638606676342498
D83041,DEBENHAM SURGERY,06L,24948,7578,23.2982844493636
D83043,EYE HEALTH CENTRE,06L,16245,6593,28.8685524126456
D83044,STOWHEALTH,06L,55424,16493,22.933381537049698
D83045,LAKENHEATH SURGERY,07K,16841,5297,23.9271840274641
D83046,WOODBRIDGE ROAD SURGERY,06L,15524,3724,19.347464671654198
D83047,ROSEDALE SURGERY,06M,20475,2625,11.363636363636399
D83048,CENTRAL SURGERY,06L,29529,10125,25.5333635950976
D83049,LITTLE ST JOHN STREET SURGERY,06L,16617,5292,24.154457072436
D83050,DEBEN ROAD SURGERY,06L,14797,2553,14.714697406340099
D83051,THE DERBY ROAD PRACTICE,06L,17201,6235,26.6043693463048
D83052,LATTICE BARN SURGERY,06L,14110,3626,20.444294091114102
D83053,SAXMUNDHAM HEALTH CENTRE,06L,30306,8382,21.6656327543424
D83054,ALDERTON SURGERY,06L,11921,3552,22.956117107219
D83055,WOOLPIT HEALTH CENTRE,07K,43405,17196,28.375769376742998
D83056,HAWTHORN DRIVE SURGERY,06L,14954,4631,23.6456471789635
D83057,FRAMFIELD HOUSE SURGERY,06L,36688,13602,27.047126665340997
D83058,THE NORWICH ROAD SURGERY,06L,20060,3850,16.1020493517357
D83059,BARRACK LANE MEDICAL CENTRE,06L,24142,7326,23.2807931867294
D83060,HARDWICKE HOUSE GROUP PRACTICE,07K,72476,27682,27.6383314363306
D83061,WICKHAM MARKET MEDICAL CENTRE,06L,28350,8343,22.7373068432671
D83062,FOREST SURGERY,07K,27229,6415,19.0672928308168
D83064,GLEMSFORD SURGERY,07K,15191,7669,33.5476815398075
D83067,OAKFIELD SURGERY,07K,9730,4170,30.0
D83069,FRESSINGFIELD MEDICAL CENTRE,06L,13261,4937,27.129354874161997
D83070,AVICENNA,07K,13747,3374,19.7067928275218
D83071,MARINE PARADE SURGERY,06M,14845,964,6.097792396736041
D83073,ORCHARD STREET MEDICAL PRACTICE - BLUE,06L,4708,1208,20.4192021636241
D83074,ORCHARD MEDICAL PRACTICE,06L,18211,4056,18.215296178200898
D83075,SIAM SURGERY,07K,13969,3960,22.0871214233923
D83076,CLARE GUILDHALL SURGERY,07K,8333,3951,32.1637902963204
D83078,WHITE HOUSE SURGERY,07K,15074,3978,20.879697669536
D83079,COMBS FORD SURGERY,06L,25337,7079,21.8379812438302
D83080,MARTLESHAM SURGERY,06L,12959,2267,14.8890056482333
D83081,HAVEN HEALTH,06L,9253,1836,16.5569483271711
D83082,WALTON SURGERY,06L,11661,1569,11.859410430839
D83084,THE BIRCHES MEDICAL CENTRE,06L,15826,2976,15.828103393255999
D83608,ANDAMAN SURGERY,06M,13631,1349,9.00534045393858
D83610,SWAN SURGERY,07K,21069,5369,20.307890158105803
D83614,LANDSEER ROAD SURGERY,06L,8227,1463,15.0980392156863
D83615,GIPPING VALLEY PRACTICE,06L,7169,1948,21.366677635187
D83618,STOURVIEW MEDICAL CENTRE,07K,9164,2427,20.9386593046329
D83619,WESTWOOD SURGERY,06M,5515,808,12.7787442669619
E81001,DR I SALEH'S PRACTICE,06P,7434,1678,18.415276558384498
E81002,GREENSAND SURGERY (AMPTHILL),06F,15936,3825,19.356307879155903
E81003,DR JL HENDERSON & PARTNERS,06F,40717,7817,16.106234804467
